animal_id,cage_id,date,group,replicate,day,p_lowU
9248,4927,2025-01-26,dose5,Rep2,5,0.9999327352453456
9248,4927,2025-01-27,dose5,Rep2,6,0.0
9248,4927,2025-01-28,dose5,Rep2,7,0.0
9248,4927,2025-01-29,dose5,Rep2,8,0.9999327352453456
9248,4927,2025-01-30,dose5,Rep2,9,0.9999327352453456
9248,4927,2025-01-31,dose5,Rep2,10,0.9999327352453456
9248,4927,2025-02-01,dose5,Rep2,11,0.9999327352453456
9248,4927,2025-02-02,dose5,Rep2,12,0.9999327352453456
9248,4927,2025-02-03,dose5,Rep2,13,0.9999327352453456
9248,4927,2025-02-04,dose5,Rep2,14,0.9999327352453456
9249,4927,2025-01-23,dose5,Rep2,2,1.6785686116944217e-25
9249,4927,2025-01-24,dose5,Rep2,3,9.490643097708599e-26
9249,4927,2025-01-25,dose5,Rep2,4,5.656757860236521e-10
9249,4927,2025-01-26,dose5,Rep2,5,3.5574203864707234e-13
9249,4927,2025-01-27,dose5,Rep2,6,7.284006958663064e-17
9249,4927,2025-01-28,dose5,Rep2,7,1.5434686826328461e-77
9249,4927,2025-01-29,dose5,Rep2,8,2.628604671062894e-07
9249,4927,2025-01-30,dose5,Rep2,9,0.9193525532317609
9249,4927,2025-01-31,dose5,Rep2,10,0.8815318351146649
9249,4927,2025-02-01,dose5,Rep2,11,0.6369981769817932
9249,4927,2025-02-02,dose5,Rep2,12,0.8683969397855312
9249,4927,2025-02-03,dose5,Rep2,13,7.600913136655157e-05
9249,4927,2025-02-04,dose5,Rep2,14,0.925248143335467
9256,4927,2025-01-23,dose5,Rep2,2,0.0013930591549098199
9256,4927,2025-01-24,dose5,Rep2,3,6.213959445416716e-06
9256,4927,2025-01-25,dose5,Rep2,4,0.9976095738516594
9256,4927,2025-01-26,dose5,Rep2,5,0.9999412128987264
9256,4927,2025-01-27,dose5,Rep2,6,0.968754130433783
9256,4927,2025-01-28,dose5,Rep2,7,5.104567771120815e-11
9256,4927,2025-01-29,dose5,Rep2,8,0.9977467879600647
9256,4927,2025-01-30,dose5,Rep2,9,0.9999983031867264
9256,4927,2025-01-31,dose5,Rep2,10,0.9999830218955469
9256,4927,2025-02-01,dose5,Rep2,11,0.9999949410596777
9256,4927,2025-02-02,dose5,Rep2,12,0.9999742259751558
9256,4927,2025-02-03,dose5,Rep2,13,0.9999908767744242
9256,4927,2025-02-04,dose5,Rep2,14,0.9999985214993835
9250,4931,2025-01-23,dose5,Rep2,2,0.11177035148606294
9250,4931,2025-01-24,dose5,Rep2,3,0.9998598661744843
9250,4931,2025-01-25,dose5,Rep2,4,0.7936475539323516
9250,4931,2025-01-26,dose5,Rep2,5,0.06309097599638244
9250,4931,2025-01-27,dose5,Rep2,6,0.0040717338149758526
9250,4931,2025-01-28,dose5,Rep2,7,6.14081921043621e-05
9250,4931,2025-01-29,dose5,Rep2,8,0.109529962741744
9250,4931,2025-01-30,dose5,Rep2,9,0.8242670808735967
9250,4931,2025-01-31,dose5,Rep2,10,0.9521823617588651
9250,4931,2025-02-01,dose5,Rep2,11,0.995103617662604
9250,4931,2025-02-02,dose5,Rep2,12,0.0024067605541414233
9250,4931,2025-02-03,dose5,Rep2,13,0.9951533386643814
9250,4931,2025-02-04,dose5,Rep2,14,0.9902228992157666
9251,4931,2025-01-23,dose5,Rep2,2,1.1725532055757088e-12
9251,4931,2025-01-24,dose5,Rep2,3,4.306316325024947e-27
9251,4931,2025-01-25,dose5,Rep2,4,5.107075791834782e-14
9251,4931,2025-01-26,dose5,Rep2,5,3.905163641553761e-07
9251,4931,2025-01-27,dose5,Rep2,6,0.0004316106264693633
9251,4931,2025-01-28,dose5,Rep2,7,4.668029018889116e-40
9251,4931,2025-01-29,dose5,Rep2,8,1.0340790847880745e-06
9251,4931,2025-01-30,dose5,Rep2,9,0.9605369717183553
9251,4931,2025-01-31,dose5,Rep2,10,0.9612206164571292
9251,4931,2025-02-01,dose5,Rep2,11,0.8800920662615362
9251,4931,2025-02-02,dose5,Rep2,12,0.9753507928532085
9251,4931,2025-02-03,dose5,Rep2,13,0.9543740249495588
9251,4931,2025-02-04,dose5,Rep2,14,0.9532100323311824
9252,4931,2025-01-23,dose5,Rep2,2,0.9843831937143367
9252,4931,2025-01-24,dose5,Rep2,3,0.9883393345358743
9252,4931,2025-01-25,dose5,Rep2,4,0.004555038126675721
9252,4931,2025-01-26,dose5,Rep2,5,0.22492702307878565
9252,4931,2025-01-27,dose5,Rep2,6,0.27418101373389814
9252,4931,2025-01-28,dose5,Rep2,7,0.00016780812012829723
9252,4931,2025-01-29,dose5,Rep2,8,0.9819265660489637
9252,4931,2025-01-30,dose5,Rep2,9,0.8201858608646523
9252,4931,2025-01-31,dose5,Rep2,10,0.9620638840676924
9252,4931,2025-02-01,dose5,Rep2,11,0.9977317559720957
9252,4931,2025-02-02,dose5,Rep2,12,0.9945992888712915
9252,4931,2025-02-03,dose5,Rep2,13,0.9998637785194443
9252,4931,2025-02-04,dose5,Rep2,14,0.9892739419196837
9253,4932,2025-01-23,dose5,Rep2,2,2.1146029410276252e-45
9253,4932,2025-01-24,dose5,Rep2,3,2.967989880683769e-19
9253,4932,2025-01-25,dose5,Rep2,4,0.0
9253,4932,2025-01-26,dose5,Rep2,5,4.018908371951873e-234
9253,4932,2025-01-27,dose5,Rep2,6,0.959637282140954
9253,4932,2025-01-28,dose5,Rep2,7,1.28027836483351e-82
9253,4932,2025-01-29,dose5,Rep2,8,0.9313492715112466
9253,4932,2025-01-30,dose5,Rep2,9,2.5009825734406176e-93
9253,4932,2025-01-31,dose5,Rep2,10,3.9220582078885784e-92
9253,4932,2025-02-01,dose5,Rep2,11,1.8851878756331204e-71
9253,4932,2025-02-02,dose5,Rep2,12,1.2965218111218266e-51
9253,4932,2025-02-03,dose5,Rep2,13,2.1861095881849276e-96
9253,4932,2025-02-04,dose5,Rep2,14,1.615964381366959e-200
9254,4932,2025-01-23,dose5,Rep2,2,1.0
9254,4932,2025-01-24,dose5,Rep2,3,0.0008856929923770805
9254,4932,2025-01-25,dose5,Rep2,4,1.0
9254,4932,2025-01-26,dose5,Rep2,5,1.0
9254,4932,2025-01-27,dose5,Rep2,6,1.0
9254,4932,2025-01-28,dose5,Rep2,7,0.0009015537835969087
9254,4932,2025-01-29,dose5,Rep2,8,0.0015933608520685052
9254,4932,2025-01-30,dose5,Rep2,9,1.0
9254,4932,2025-01-31,dose5,Rep2,10,0.0009015537835969087
9254,4932,2025-02-01,dose5,Rep2,11,1.0
9254,4932,2025-02-02,dose5,Rep2,12,0.0009015537835969087
9254,4932,2025-02-03,dose5,Rep2,13,0.020485009188240248
9254,4932,2025-02-04,dose5,Rep2,14,0.0009015537835969087
9255,4932,2025-01-23,dose5,Rep2,2,1.970269519023603e-05
9255,4932,2025-01-24,dose5,Rep2,3,1.933427612330776e-08
9255,4932,2025-01-25,dose5,Rep2,4,1.1942284986061794e-09
9255,4932,2025-01-26,dose5,Rep2,5,0.0002749948535328454
9255,4932,2025-01-27,dose5,Rep2,6,0.01586277608175706
9255,4932,2025-01-28,dose5,Rep2,7,3.117746872409748e-27
9255,4932,2025-01-29,dose5,Rep2,8,0.686820163569488
9255,4932,2025-01-30,dose5,Rep2,9,0.6407154401926849
9255,4932,2025-01-31,dose5,Rep2,10,0.597896137217992
9255,4932,2025-02-01,dose5,Rep2,11,0.7846592884781816
9255,4932,2025-02-02,dose5,Rep2,12,0.6576395455265265
9255,4932,2025-02-03,dose5,Rep2,13,0.0005401094570023962
9255,4932,2025-02-04,dose5,Rep2,14,0.004975877163916328
9257,4918,2025-01-08,vehicle,Rep1,2,0.0011028850914239908
9257,4918,2025-01-09,vehicle,Rep1,3,0.8071450923633436
9257,4918,2025-01-10,vehicle,Rep1,4,0.004627181915591425
9257,4918,2025-01-11,vehicle,Rep1,5,0.5438635224297794
9257,4918,2025-01-12,vehicle,Rep1,6,2.9234034830875793e-06
9257,4918,2025-01-13,vehicle,Rep1,7,0.7967746747996566
9257,4918,2025-01-14,vehicle,Rep1,8,0.7496920951248045
9257,4918,2025-01-15,vehicle,Rep1,9,0.8979477964144853
9257,4918,2025-01-16,vehicle,Rep1,10,0.07528783758472418
9257,4918,2025-01-17,vehicle,Rep1,11,0.378841231963804
9257,4918,2025-01-18,vehicle,Rep1,12,0.010403785339849049
9257,4918,2025-01-19,vehicle,Rep1,13,0.9009577677005175
9257,4918,2025-01-20,vehicle,Rep1,14,0.8998254203768999
9257,4918,2025-01-21,vehicle,Rep1,15,3.117951852733709e-11
9257,4918,2025-01-22,vehicle,Rep1,16,0.012493997236991286
9258,4918,2025-01-08,vehicle,Rep1,2,3.3858869128450217e-06
9258,4918,2025-01-09,vehicle,Rep1,3,0.01686549058811805
9258,4918,2025-01-10,vehicle,Rep1,4,0.9142342464445491
9258,4918,2025-01-11,vehicle,Rep1,5,0.9709008086662729
9258,4918,2025-01-12,vehicle,Rep1,6,0.011508961133359443
9258,4918,2025-01-13,vehicle,Rep1,7,0.8886878412749544
9258,4918,2025-01-14,vehicle,Rep1,8,0.9986769232686601
9258,4918,2025-01-15,vehicle,Rep1,9,0.005527700850556671
9258,4918,2025-01-16,vehicle,Rep1,10,1.5032634354414006e-06
9258,4918,2025-01-17,vehicle,Rep1,11,0.07919367435495872
9258,4918,2025-01-18,vehicle,Rep1,12,0.9498652755572679
9258,4918,2025-01-19,vehicle,Rep1,13,0.00030981555057911264
9258,4918,2025-01-20,vehicle,Rep1,14,0.999873781175013
9258,4918,2025-01-21,vehicle,Rep1,15,0.01339926352342674
9258,4918,2025-01-22,vehicle,Rep1,16,0.9990184935909657
9259,4918,2025-01-08,vehicle,Rep1,2,0.8662569645583867
9259,4918,2025-01-09,vehicle,Rep1,3,0.9415991039760537
9259,4918,2025-01-10,vehicle,Rep1,4,0.04703671513423376
9259,4918,2025-01-11,vehicle,Rep1,5,0.5477998898300173
9259,4918,2025-01-12,vehicle,Rep1,6,0.00015034650973578533
9259,4918,2025-01-13,vehicle,Rep1,7,0.9735699071990096
9259,4918,2025-01-14,vehicle,Rep1,8,0.9437080426474908
9259,4918,2025-01-15,vehicle,Rep1,9,0.9769668026156849
9259,4918,2025-01-16,vehicle,Rep1,10,0.8816000787372587
9259,4918,2025-01-17,vehicle,Rep1,11,0.7552112383757279
9259,4918,2025-01-18,vehicle,Rep1,12,0.9766731912366483
9259,4918,2025-01-19,vehicle,Rep1,13,0.979227634467604
9259,4918,2025-01-20,vehicle,Rep1,14,0.9315205579692256
9259,4918,2025-01-21,vehicle,Rep1,15,0.5325159716063541
9259,4918,2025-01-22,vehicle,Rep1,16,0.9720424972901965
9260,4922,2025-01-08,vehicle,Rep1,2,0.0
9260,4922,2025-01-09,vehicle,Rep1,3,0.0
9260,4922,2025-01-10,vehicle,Rep1,4,0.0
9260,4922,2025-01-11,vehicle,Rep1,5,0.0
9260,4922,2025-01-12,vehicle,Rep1,6,0.0
9260,4922,2025-01-13,vehicle,Rep1,7,0.0
9260,4922,2025-01-14,vehicle,Rep1,8,0.9370205909420386
9260,4922,2025-01-15,vehicle,Rep1,9,0.9857806067181628
9260,4922,2025-01-16,vehicle,Rep1,10,0.0
9260,4922,2025-01-17,vehicle,Rep1,11,0.0
9260,4922,2025-01-18,vehicle,Rep1,12,3.4184109103456552e-25
9260,4922,2025-01-19,vehicle,Rep1,13,0.9857806067181628
9260,4922,2025-01-20,vehicle,Rep1,14,0.9857806067181628
9260,4922,2025-01-21,vehicle,Rep1,15,0.0
9260,4922,2025-01-22,vehicle,Rep1,16,1.775257283621859e-165
9261,4922,2025-01-08,vehicle,Rep1,2,0.005251332598782817
9261,4922,2025-01-09,vehicle,Rep1,3,0.4602008587227235
9261,4922,2025-01-10,vehicle,Rep1,4,0.22465174501334173
9261,4922,2025-01-11,vehicle,Rep1,5,0.16195269767774234
9261,4922,2025-01-12,vehicle,Rep1,6,0.8046180129498093
9261,4922,2025-01-13,vehicle,Rep1,7,0.04836350050527195
9261,4922,2025-01-14,vehicle,Rep1,8,0.9872786452246284
9261,4922,2025-01-15,vehicle,Rep1,9,0.7947275480388674
9261,4922,2025-01-16,vehicle,Rep1,10,0.9930185262894345
9261,4922,2025-01-17,vehicle,Rep1,11,0.06690576748569259
9261,4922,2025-01-18,vehicle,Rep1,12,0.7074007850144318
9261,4922,2025-01-19,vehicle,Rep1,13,0.9909665777900298
9261,4922,2025-01-20,vehicle,Rep1,14,0.7290919278861029
9261,4922,2025-01-21,vehicle,Rep1,15,0.20281377345718374
9261,4922,2025-01-22,vehicle,Rep1,16,0.11647421005632082
9262,4922,2025-01-08,vehicle,Rep1,2,2.5822572185950057e-05
9262,4922,2025-01-09,vehicle,Rep1,3,0.998134444060237
9262,4922,2025-01-10,vehicle,Rep1,4,0.9999801358781958
9262,4922,2025-01-11,vehicle,Rep1,5,1.0
9262,4922,2025-01-12,vehicle,Rep1,6,0.9998422050289157
9262,4922,2025-01-13,vehicle,Rep1,7,0.9999999997684785
9262,4922,2025-01-14,vehicle,Rep1,8,0.9999999999976175
9262,4922,2025-01-15,vehicle,Rep1,9,0.014613656323270186
9262,4922,2025-01-16,vehicle,Rep1,10,0.9999999999988143
9262,4922,2025-01-17,vehicle,Rep1,11,0.9999999989092765
9262,4922,2025-01-18,vehicle,Rep1,12,0.9999999975786338
9262,4922,2025-01-19,vehicle,Rep1,13,1.0
9262,4922,2025-01-20,vehicle,Rep1,14,0.9999999653998298
9262,4922,2025-01-21,vehicle,Rep1,15,0.0011913876708464935
9262,4922,2025-01-22,vehicle,Rep1,16,0.9999999864863239
9263,4923,2025-01-08,vehicle,Rep1,2,2.8724772900824917e-08
9263,4923,2025-01-09,vehicle,Rep1,3,0.007988852514946602
9263,4923,2025-01-10,vehicle,Rep1,4,0.9840806027006844
9263,4923,2025-01-11,vehicle,Rep1,5,0.7861517617173637
9263,4923,2025-01-12,vehicle,Rep1,6,0.001677917273675628
9263,4923,2025-01-13,vehicle,Rep1,7,1.2928255575727192e-14
9263,4923,2025-01-14,vehicle,Rep1,8,0.9820201893518641
9263,4923,2025-01-15,vehicle,Rep1,9,0.9891944254044267
9263,4923,2025-01-16,vehicle,Rep1,10,0.0007594101720869448
9263,4923,2025-01-17,vehicle,Rep1,11,0.785668465515225
9263,4923,2025-01-18,vehicle,Rep1,12,0.9833429764292507
9263,4923,2025-01-19,vehicle,Rep1,13,0.9890515224127876
9263,4923,2025-01-20,vehicle,Rep1,14,0.9659990489836268
9263,4923,2025-01-21,vehicle,Rep1,15,0.922600949407287
9263,4923,2025-01-22,vehicle,Rep1,16,0.9767524267782898
9264,4923,2025-01-08,vehicle,Rep1,2,0.007713751753509172
9264,4923,2025-01-09,vehicle,Rep1,3,0.9785040242026622
9264,4923,2025-01-10,vehicle,Rep1,4,0.999999892868709
9264,4923,2025-01-11,vehicle,Rep1,5,0.9999997407253908
9264,4923,2025-01-12,vehicle,Rep1,6,0.9999999858537422
9264,4923,2025-01-13,vehicle,Rep1,7,0.999277025162302
9264,4923,2025-01-14,vehicle,Rep1,8,1.0
9264,4923,2025-01-15,vehicle,Rep1,9,0.9999999999960911
9264,4923,2025-01-16,vehicle,Rep1,10,0.9999999912951636
9264,4923,2025-01-17,vehicle,Rep1,11,0.14053692389064068
9264,4923,2025-01-18,vehicle,Rep1,12,0.9998880129504196
9264,4923,2025-01-19,vehicle,Rep1,13,0.9999999959355235
9264,4923,2025-01-20,vehicle,Rep1,14,0.9971344495480545
9264,4923,2025-01-21,vehicle,Rep1,15,0.07128301923030082
9264,4923,2025-01-22,vehicle,Rep1,16,0.9999999999999813
9265,4923,2025-01-08,vehicle,Rep1,2,1.0
9265,4923,2025-01-09,vehicle,Rep1,3,2.2153958453741277e-06
9265,4923,2025-01-10,vehicle,Rep1,4,1.0
9265,4923,2025-01-11,vehicle,Rep1,5,1.0
9265,4923,2025-01-12,vehicle,Rep1,6,1.0
9265,4923,2025-01-13,vehicle,Rep1,7,1.0
9265,4923,2025-01-14,vehicle,Rep1,8,1.0
9265,4923,2025-01-15,vehicle,Rep1,9,1.0
9265,4923,2025-01-16,vehicle,Rep1,10,1.0
9265,4923,2025-01-17,vehicle,Rep1,11,1.0
9265,4923,2025-01-18,vehicle,Rep1,12,1.0
9265,4923,2025-01-19,vehicle,Rep1,13,1.0
9265,4923,2025-01-20,vehicle,Rep1,14,1.0
9265,4923,2025-01-21,vehicle,Rep1,15,1.0
9265,4923,2025-01-22,vehicle,Rep1,16,1.0
9266,4928,2025-01-23,vehicle,Rep2,2,1.0
9266,4928,2025-01-24,vehicle,Rep2,3,1.0
9266,4928,2025-01-25,vehicle,Rep2,4,1.0
9266,4928,2025-01-26,vehicle,Rep2,5,1.0
9266,4928,2025-01-27,vehicle,Rep2,6,1.0
9266,4928,2025-01-28,vehicle,Rep2,7,1.0
9266,4928,2025-01-29,vehicle,Rep2,8,1.0
9266,4928,2025-01-30,vehicle,Rep2,9,1.0
9266,4928,2025-01-31,vehicle,Rep2,10,1.0
9266,4928,2025-02-01,vehicle,Rep2,11,1.0
9266,4928,2025-02-02,vehicle,Rep2,12,1.0
9266,4928,2025-02-03,vehicle,Rep2,13,3.669696990711812e-05
9266,4928,2025-02-04,vehicle,Rep2,14,1.0
9267,4928,2025-01-23,vehicle,Rep2,2,0.0005754871314869283
9267,4928,2025-01-24,vehicle,Rep2,3,1.0
9267,4928,2025-01-25,vehicle,Rep2,4,1.0
9267,4928,2025-01-26,vehicle,Rep2,5,1.0
9267,4928,2025-01-27,vehicle,Rep2,6,1.0
9267,4928,2025-01-28,vehicle,Rep2,7,1.0
9267,4928,2025-01-29,vehicle,Rep2,8,1.0
9267,4928,2025-01-30,vehicle,Rep2,9,1.0
9267,4928,2025-01-31,vehicle,Rep2,10,1.0
9267,4928,2025-02-01,vehicle,Rep2,11,1.0
9267,4928,2025-02-02,vehicle,Rep2,12,1.0
9267,4928,2025-02-03,vehicle,Rep2,13,1.0
9267,4928,2025-02-04,vehicle,Rep2,14,1.0
9268,4928,2025-01-23,vehicle,Rep2,2,1.8245351124689178e-05
9268,4928,2025-01-24,vehicle,Rep2,3,9.166833183829841e-07
9268,4928,2025-01-25,vehicle,Rep2,4,0.9999999892671284
9268,4928,2025-01-26,vehicle,Rep2,5,0.991413241493948
9268,4928,2025-01-27,vehicle,Rep2,6,0.9999750738307895
9268,4928,2025-01-28,vehicle,Rep2,7,0.010224059807537418
9268,4928,2025-01-29,vehicle,Rep2,8,0.9999999998305222
9268,4928,2025-01-30,vehicle,Rep2,9,0.9999994860402922
9268,4928,2025-01-31,vehicle,Rep2,10,0.9999999986134467
9268,4928,2025-02-01,vehicle,Rep2,11,0.9999999999954943
9268,4928,2025-02-02,vehicle,Rep2,12,0.9999999999686233
9268,4928,2025-02-03,vehicle,Rep2,13,0.9999344822438767
9268,4928,2025-02-04,vehicle,Rep2,14,0.9999999979817524
9269,4929,2025-01-23,vehicle,Rep2,2,1.0
9269,4929,2025-01-24,vehicle,Rep2,3,0.0006857812362065819
9269,4929,2025-01-25,vehicle,Rep2,4,1.0
9269,4929,2025-01-26,vehicle,Rep2,5,1.0
9269,4929,2025-01-27,vehicle,Rep2,6,1.0
9269,4929,2025-01-28,vehicle,Rep2,7,0.002267933569745923
9269,4929,2025-01-29,vehicle,Rep2,8,1.0
9269,4929,2025-01-30,vehicle,Rep2,9,1.0
9269,4929,2025-01-31,vehicle,Rep2,10,1.0
9269,4929,2025-02-01,vehicle,Rep2,11,1.0
9269,4929,2025-02-02,vehicle,Rep2,12,1.0
9269,4929,2025-02-03,vehicle,Rep2,13,1.0
9270,4929,2025-01-23,vehicle,Rep2,2,0.0005920250070272344
9270,4929,2025-01-24,vehicle,Rep2,3,1.9375996943671743e-07
9270,4929,2025-01-25,vehicle,Rep2,4,2.11305684767699e-07
9270,4929,2025-01-26,vehicle,Rep2,5,6.094171006277337e-12
9270,4929,2025-01-27,vehicle,Rep2,6,0.17425998457268377
9270,4929,2025-01-28,vehicle,Rep2,7,7.879953455307563e-29
9270,4929,2025-01-29,vehicle,Rep2,8,0.9485182544848441
9270,4929,2025-01-30,vehicle,Rep2,9,0.9479911380173426
9270,4929,2025-01-31,vehicle,Rep2,10,0.8383764766062688
9270,4929,2025-02-01,vehicle,Rep2,11,0.8872930901322024
9270,4929,2025-02-02,vehicle,Rep2,12,0.9337342835304259
9270,4929,2025-02-03,vehicle,Rep2,13,0.9104079365522245
9271,4929,2025-01-23,vehicle,Rep2,2,4.625752458004541e-17
9271,4929,2025-01-24,vehicle,Rep2,3,1.0150771511506053e-20
9271,4929,2025-01-25,vehicle,Rep2,4,4.693152017771994e-08
9271,4929,2025-01-26,vehicle,Rep2,5,1.2944713677189417e-38
9271,4929,2025-01-27,vehicle,Rep2,6,0.9708751143033917
9271,4929,2025-01-28,vehicle,Rep2,7,1.4679747893836941e-28
9271,4929,2025-01-29,vehicle,Rep2,8,0.9999111421607528
9271,4929,2025-01-30,vehicle,Rep2,9,0.9996887143817963
9271,4929,2025-01-31,vehicle,Rep2,10,0.9999400179132605
9271,4929,2025-02-01,vehicle,Rep2,11,0.9999544399099389
9271,4929,2025-02-02,vehicle,Rep2,12,0.9999638444609584
9271,4929,2025-02-03,vehicle,Rep2,13,0.9999539511160688
9272,4934,2025-01-23,vehicle,Rep2,2,0.003962156257258111
9272,4934,2025-01-24,vehicle,Rep2,3,0.9886487677074489
9272,4934,2025-01-25,vehicle,Rep2,4,0.025522308525804414
9272,4934,2025-01-26,vehicle,Rep2,5,0.9999582726945069
9272,4934,2025-01-27,vehicle,Rep2,6,2.5014430334619005e-05
9272,4934,2025-01-28,vehicle,Rep2,7,0.9922541343148323
9272,4934,2025-01-29,vehicle,Rep2,8,0.9999998877756082
9272,4934,2025-01-30,vehicle,Rep2,9,0.9999999973351399
9272,4934,2025-01-31,vehicle,Rep2,10,0.9999992627526471
9272,4934,2025-02-01,vehicle,Rep2,11,0.9999999994655118
9272,4934,2025-02-02,vehicle,Rep2,12,0.9999999995756417
9272,4934,2025-02-03,vehicle,Rep2,13,0.9999995765443617
9272,4934,2025-02-04,vehicle,Rep2,14,0.9997350123355486
9273,4934,2025-01-23,vehicle,Rep2,2,2.0730685870299763e-05
9273,4934,2025-01-24,vehicle,Rep2,3,8.266335868530638e-05
9273,4934,2025-01-25,vehicle,Rep2,4,0.9999999817896245
9273,4934,2025-01-26,vehicle,Rep2,5,0.9999999999989901
9273,4934,2025-01-27,vehicle,Rep2,6,0.9999999954663095
9273,4934,2025-01-28,vehicle,Rep2,7,0.0006638847923140334
9273,4934,2025-01-29,vehicle,Rep2,8,0.9999998570446658
9273,4934,2025-01-30,vehicle,Rep2,9,0.9999999999999838
9273,4934,2025-01-31,vehicle,Rep2,10,0.9999992495385996
9273,4934,2025-02-01,vehicle,Rep2,11,0.999999697640598
9273,4934,2025-02-02,vehicle,Rep2,12,1.0
9273,4934,2025-02-03,vehicle,Rep2,13,1.0
9273,4934,2025-02-04,vehicle,Rep2,14,0.016254322527563998
9274,4934,2025-01-23,vehicle,Rep2,2,1.3541472742718918e-50
9274,4934,2025-01-24,vehicle,Rep2,3,0.9564606774498701
9274,4934,2025-01-25,vehicle,Rep2,4,1.9509047419892746e-91
9274,4934,2025-01-26,vehicle,Rep2,5,7.4227180913370714e-06
9274,4934,2025-01-27,vehicle,Rep2,6,2.1781410668781144e-24
9274,4934,2025-01-28,vehicle,Rep2,7,3.21288885133244e-34
9274,4934,2025-01-29,vehicle,Rep2,8,0.8840421246687119
9274,4934,2025-01-30,vehicle,Rep2,9,5.734095274181853e-30
9274,4934,2025-01-31,vehicle,Rep2,10,4.350418201436726e-28
9274,4934,2025-02-01,vehicle,Rep2,11,4.763669698996316e-24
9274,4934,2025-02-02,vehicle,Rep2,12,1.7669411881714255e-23
9274,4934,2025-02-03,vehicle,Rep2,13,9.134333968396155e-52
9274,4934,2025-02-04,vehicle,Rep2,14,6.750340761915613e-123
